Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName,MatchedStation,id
2018,,Federal,Kyrsten Sinema,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema,,KAZT-TV,,Kyrsten Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,McSally for Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate,Senate,KAZT-TV,,McSally,McSally for Senate,KASW,44
2018,,Federal,Andy Biggs,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs,,KAZT-TV,,Andy Biggs,Andy Biggs,KAZT-TV,6
2018,,Federal,Hiral Tipirneni,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni,,KAZT-TV,,Hiral Tipirneni,HIRAL TIPRNENI DCONGRESS,KTVK,29
2018,,Federal,Tom OHalleran,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran,,KAZT-TV,,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,DCCC - Tom OHalleran,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran,House,KAZT-TV,Democrat,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,Greg Stanton,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Greg Stanton,,KAZT-TV,,Greg Stanton,Greg Stanton for Congress,KASW,28
2018,,Non-Candidate Issue Ads,National Republican Senatorial Committee-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE,,KAZT-TV,,NRSC IE,NRSC,KASW,47
2018,,Non-Candidate Issue Ads,DSCC IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE,Senate,KAZT-TV,Democrat,DSCC,DSCC,KASW,17
2018,,Non-Candidate Issue Ads,Chispa AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Chispa AZ PAC,,KAZT-TV,,Chispa ARIZONA PAC,Chispa AZ PAC,KNXV-TV,12
2018,,Non-Candidate Issue Ads,AFSCME People,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KAZT-TV,,AFSCME People,AFSCME People Pac,KASW,2
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax,,KAZT-TV,,Citizens for Fair Tax,Citizens for Fair Tax Policy - GENERAL,KNXV-TV,13
2018,,Non-Candidate Issue Ads,Tax March,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KAZT-TV,,Tax March,Tax March,KASW,59
2018,,Non-Candidate Issue Ads,Vote Vets PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC,,KAZT-TV,,Vote Vets PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,,KAZT-TV,,Patriot Majority USA,Patriot Majority,KASW,49
2018,,Non-Candidate Issue Ads,Arizona Education Project,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Project,,KAZT-TV,,Arizona Education Project,ARIZONA EDUCATION PROJECT,KPHO-TV,3
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KAZT-TV,Republican,Republican Governors Association ARIZONA PAC,Republican Governors Association,KASW,52
2018,,Non-Candidate Issue Ads,One Nation,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KAZT-TV,,One Nation,One Nation,KASW,48
2018,,Non-Candidate Issue Ads,Red and Gold,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KAZT-TV,,Red and Gold,Red and Gold,KASW,51
2018,,Non-Candidate Issue Ads,Democratic Congressional Campaign,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign,House,KAZT-TV,Democrat,Democratic Congressional Campaign,DCCC,KASW,21
2018,,Non-Candidate Issue Ads,Vote Vets PAC-Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC-Majority Forward,,KAZT-TV,,Vote Vets PAC Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KAZT-TV,,Vote Vets Action Fund   Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KAZT-TV,,Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Defend Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KAZT-TV,,Defend Arizona,Defend AZ,KASW,19
2018,,Non-Candidate Issue Ads,Yes For Ed AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Yes For Ed AZ,,KAZT-TV,,Yes For Ed ARIZONA,Yes For Ed AZ,KAZT-TV,68
2018,,Non-Candidate Issue Ads,Clean Energy for a Healthy Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona,,KAZT-TV,,Clean Energy for a Healthy Arizona,Clean Energy for a Healthy Arizona,KASW,14
2018,,State,Farley for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Farley for Governor,Governor,KAZT-TV,,Farley,Farley for Governor - PRIMARY ELECTION,KNXV-TV,22
2018,,State,Mark Brnovich,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Mark Brnovich,,KAZT-TV,,Mark Brnovich,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,Arizona Democratice Party January,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Arizona Democratice Party January,,KAZT-TV,Democrat,January,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION,KNXV-TV,15
2018,,State,Arizona Democratic Party Katie Hobbs,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Arizona Democratic Party Katie Hobbs,,KAZT-TV,Democrat,Katie Hobbs,Katie Hobbs for Secretary of State,KASW,36
2018,,State,Steve Gaynor for SoS,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Steve Gaynor for SoS,Secretary of State,KAZT-TV,,Steve Gaynor,Gaynor for AZ Secretary of State - GENERAL ELECTION,KNXV-TV,27
2018,,State,Doug Ducey,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Doug Ducey,,KAZT-TV,,Doug Ducey,D DUCEY AZRP,KASW,16
2018,,Federal,Sinema-DSCC 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/Sinema-DSCC 2018,Senate,KPNX,Democrat,Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,Sinema 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/Sinema 2018,,KPNX,,Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,McSally-NRSC 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/McSally-NRSC 2018,Senate,KPNX,Republican,McSally,McSally for Senate,KASW,44
2018,,Federal,McSally 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/McSally 2018,,KPNX,,McSally,McSally for Senate,KASW,44
2018,,Federal,Tom OHalleran US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tom OHalleran US House 2018,House,KPNX,,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,Greg Stanton US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Greg Stanton US House 2018,House,KPNX,,Greg Stanton,Greg Stanton for Congress,KASW,28
2018,,Federal,Debbie Lesko AZ Republican Party 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Debbie Lesko AZ Republican Party 2018,,KPNX,Republican,Debbie Lesko,NRCC Lesko for Congress,KNXV-TV,39
2018,,Federal,Debbie Lesko 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Debbie Lesko 2018,,KPNX,,Debbie Lesko,NRCC Lesko for Congress,KNXV-TV,39
2018,,Federal,David Brill US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/David Brill US House 2018,House,KPNX,,David Brill,David Brill US House 2018,KPNX,18
2018,,Federal,Tipirneni 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tipirneni 2018,,KPNX,,Tipirneni,HIRAL TIPRNENI DCONGRESS,KTVK,29
2018,,Federal,Tiffany Shedd US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tiffany Shedd US House 2018,House,KPNX,,Tiffany Shedd,TIFFANY SHEDD FOR US CONGRESS AS-1,KPHO-TV,58
2018,,Federal,Wendy Rogers 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Wendy Rogers 2018,,KPNX,,Wendy Rogers,WENDY ROGERS FOR US CONGRESS AZ-1,KPHO-TV,64
2018,,Federal,Debbie Lesko NRSC 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Debbie Lesko NRSC 2018,Senate,KPNX,Republican,Debbie Lesko,NRCC Lesko for Congress,KNXV-TV,39
2018,,Federal,Steve Ferrara US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Steve Ferrara US House 2018,House,KPNX,,Steve Ferrara,STEVE FERRARA FOR CONGRESS AZ 09,KTVK,53
2018,,Federal,Ruben Gallego US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Ruben Gallego US House 2018,House,KPNX,,Ruben Gallego,GallegoDemocratCongress,KNXV-TV,25
2018,,Federal,Tom OHalleran-DCCC US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tom OHalleran-DCCC US House 2018,House,KPNX,Democrat,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,State,Daniel Valenuela for Mayor 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Local/Daniel Valenuela for Mayor 2018,Mayor,KPNX,,Daniel Valenuela,Valenzuela Democrat Mayor,KNXV-TV,63
2018,,State,Kate Gallego for Mayor 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Local/Kate Gallego for Mayor 2018,Mayor,KPNX,,Kate Gallego,Gallego for Mayor,KASW,24
2018,,Non-Candidate Issue Ads,AFSCME People 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AFSCME People 2018,,KPNX,,AFSCME People,AFSCME People Pac,KASW,2
2018,,Non-Candidate Issue Ads,Tax March 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018,,KPNX,,Tax March,Tax March,KASW,59
2018,,Non-Candidate Issue Ads,Arizona for Freedom 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Arizona for Freedom 2018,,KPNX,,Arizona for Freedom,Arizona for Freedom,KNXV-TV,9
2018,,Non-Candidate Issue Ads,Defend AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018,,KPNX,,Defend ARIZONA,Defend AZ,KASW,19
2018,,Non-Candidate Issue Ads,DSCC-IE 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018,Senate,KPNX,Democrat,DSCC IE,DSCC,KASW,17
2018,,Non-Candidate Issue Ads,NRSC-IE 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018,Senate,KPNX,Republican,NRSC IE,NRSC,KASW,47
2018,,Non-Candidate Issue Ads,Senate Majority Pac 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Senate Majority Pac 2018,Senate,KPNX,,Senate Majority Pac,Senate Majority,KASW,55
2018,,Non-Candidate Issue Ads,ACLU 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/ACLU 2018,,KPNX,,American Civil Liberties Union,ACLU AZ,KNXV-TV,4
2018,,Non-Candidate Issue Ads,DAGA-Democratic Attorneys General Association 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/DAGA-Democratic Attorneys General Association 2018,Attorney General,KPNX,Democrat,Democratic Attorneys General Association  Democratic Attorneys General Association,DAGA Peoples Lawyers Project,KNXV-TV,20
2018,,Non-Candidate Issue Ads,Chispa AZ Pac 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Chispa AZ Pac 2018,,KPNX,,Chispa ARIZONA Pac,Chispa AZ PAC,KNXV-TV,12
2018,,Non-Candidate Issue Ads,Patriot Majority USA 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018,,KPNX,,Patriot Majority USA,Patriot Majority,KASW,49
2018,,Non-Candidate Issue Ads,US Chamber of Commerce 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018,,KPNX,,US Chamber of Commerce,US Chamber of Commerce,KNXV-TV,62
2018,,Non-Candidate Issue Ads,Working Families Party Ind Expenditure Committee 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018,,KPNX,,Working Families Party Ind Expenditure Committee,Working Families Party IE,KNXV-TV,67
2018,,Non-Candidate Issue Ads,Clean Energy for A Healthy AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for A Healthy AZ 2018,,KPNX,,Clean Energy for A Healthy ARIZONA,Clean Energy for a Healthy Arizona,KASW,14
2018,,Non-Candidate Issue Ads,House Majority Pac 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/House Majority Pac 2018,House,KPNX,,House Majority Pac,House Majority,KASW,31
2018,,Non-Candidate Issue Ads,One Nation 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018,,KPNX,,One Nation,One Nation,KASW,48
2018,,Non-Candidate Issue Ads,AZ Education Project 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ Education Project 2018,,KPNX,,ARIZONA Education Project,ARIZONA EDUCATION PROJECT,KPHO-TV,3
2018,,Non-Candidate Issue Ads,AZ For Affordable Electric 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ For Affordable Electric 2018,,KPNX,,ARIZONA For Affordable Electric,Arizonans for Affordable Electricity,KASW,10
2018,,Non-Candidate Issue Ads,Red and Gold 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018,,KPNX,,Red and Gold,Red and Gold,KASW,51
2018,,Non-Candidate Issue Ads,NRCC-IE 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018,House,KPNX,Republican,NRCC IE,NRCC IE,KNXV-TV,45
2018,,Non-Candidate Issue Ads,45 Committee 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/45 Committee 2018,,KPNX,,45 Committee,45 Committe PAC,KASW,1
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax Policy 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax Policy 2018,,KPNX,,Citizens for Fair Tax Policy,Citizens for Fair Tax Policy - GENERAL,KNXV-TV,13
2018,,Non-Candidate Issue Ads,Majority Forward 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward 2018,,KPNX,,Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,DCCC-Democratic Congressional Campaign Committee 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/DCCC-Democratic Congressional Campaign Committee 2018,House,KPNX,Democrat,Democratic Congressional Campaign Committee Democratic Congressional Campaign Committee,DCCC,KASW,21
2018,,Non-Candidate Issue Ads,AZ Republican Party 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ Republican Party 2018,,KPNX,Republican,ARIZONA Republican Party,Arizona Republican Party,KASW,8
2018,,Non-Candidate Issue Ads,Save Native American Families 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018,,KPNX,,Save Native American Families,Save Native American Families - No on Prop 127,KNXV-TV,54
2018,,Non-Candidate Issue Ads,Majority Forward-Vote Vets 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018,,KPNX,,Majority Forward Vote Vets,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,State,Doug Ducey-AZRP 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018,,KPNX,Republican,Doug Ducey,D DUCEY AZRP,KASW,16
2018,,State,David Garcia Governor AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018,Governor,KPNX,,David Garcia,Garcia for Governor - GENERAL ELECTION,KNXV-TV,26
2018,,State,Steve Farley Governor AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018,Governor,KPNX,,Steve Farley,Farley for Governor - PRIMARY ELECTION,KNXV-TV,22
2018,,State,Katie Hobbs Secretary of State 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018,Secretary of State,KPNX,,Katie Hobbs,Katie Hobbs for Secretary of State,KASW,36
2018,,State,AZDP- January Contreas Attorney General 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018,Attorney General,KPNX,Democrat,January Contreas,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION,KNXV-TV,15
2018,,State,Doug Ducey Governor AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018,Governor,KPNX,,Doug Ducey,D DUCEY AZRP,KASW,16
2018,,State,Mark Brnovich Attorney General 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Mark Brnovich Attorney General 2018,Attorney General,KPNX,,Mark Brnovich,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,Steve Gaynor Secretary of State 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018,Secretary of State,KPNX,,Steve Gaynor,Gaynor for AZ Secretary of State - GENERAL ELECTION,KNXV-TV,27
